2018-09-04 02:56:11 - ÍøÖ·²É¼¯¿ªÊ¼
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : µ±Ç°ÓÃ»§ : Langzi
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÓÑÁ´²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÎŞÏŞ²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÅúÁ¿µ¼ÈëÍøÖ·ÊäÈë 0 (½«²É¼¯ºÃµÄÍøÖ·ÎÄ±¾ÍÏ×§½øÀ´)   ×Ô¶¯²É¼¯¹Ø¼ü´ÊÊäÈë 1 (°Ù¶È½Ó¿Ú¹Ø¼ü´Ê²É¼¯)
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÇëÑ¡ÔñÆô¶¯·½Ê½(Ñ¡Ïî:0/1):0
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://tuanwei.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://jcbphysiology.fmmu.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://study.fmmu.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://www.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://yz.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn
2018-09-04 02:59:42: [-] ÍøÖ·ÅÅ³ı : http://paper.chinateacher.com.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://dylc.gzucm.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://mail.biem.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://kjkf.gzucm.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://hqc.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://jwxy.jiangnan.edu.cn
2018-09-04 02:59:42: [-] ÍøÖ·ÅÅ³ı : http://www.sdzs.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://gaokao.chsi.com
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://www.rwxy.tsinghua.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://rcei.jiangnan.edu.cn
2018-09-04 02:59:42: [*] Òì³£×´Ì¬ : HTTPSConnectionPool(host='www.dlgs.gov.cn', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, u'[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:726)'),))
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://sbc.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://ac.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://pe.pku.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://xiaoqing.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://ipv6.pku.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://chem.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://chem.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://admission.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://sbc.jiangnan.edu.cn
.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://shenji.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://nercff.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://jxsyzx.fmmu.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://gs.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://etkqk.fmmu.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://bwc.biem.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://xjzx.biem.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://marxism.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://www.cc
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://rwb.jiangnan.edu.cn
2018-09-04 02:59:42: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='kjkf.gzucm.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F1BDB00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://www.gztcm.com.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://gonghui.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://english.ckgsb.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://sro.jiangnan.edu.cn
2018-09-04 02:59:42: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jwxy.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000EAE2B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://cyy.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://cyy.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://sport.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://shenji.jiangnan.edu.cn

2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://foodsci.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://admission.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÍøÖ·Ğ´Èë : http://kjc.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://foreign.jiangnan.edu.cn
2018-09-04 02:59:42: [+] ÓÑÁ´ÅÀĞĞ : http://sbc.jiangnan.edu.cn
edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jsb.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://zzb.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://alumni.hhu.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://gfs.hhu.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://dianliang.jiangnan.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://zygjjg.12388.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://news.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.sach.gov.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://zjc.ynau.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://syzx.ynau.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://gaokao.chsi.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://tuanwei.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://nelcf.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://yz.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jiangnan.91job.gov.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://xjzx.biem.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://rcei.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://oa.biem.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://lib.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://xiaoqing.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://etkqk.fmmu.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://gonghui.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://kqytk.fmmu.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.aqsiq.gov.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sbc.jiangnan.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://www.sach.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://rwb.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://xiaoqing.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.cnedu-ch.org
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://gs.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://guojiaochu.jiangnan.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://www.gztcm.com.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://nercff.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://zyy.beibei.gov.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://j-park.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://rwb.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.cc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://cso.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sport.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://foreign.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://renshi.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://gfs.hhu.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://map.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://foodsci.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jjy.hhu.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://foodsci.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sbc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://sklf.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://lib.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://jsb.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://gonghui.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://news.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://ctc.jiangnan.edu.cn
n
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://xyh.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://nelcf.jiangnan.edu.cn
eibei.gov.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000E1230B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.dg-tcm.com
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://xyh.jiangnan.edu.cn
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.cc.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F0E6F98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jdxgc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://oa.biem.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://paxy.biem.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://www.cc : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://coe.jiangnan.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://www.aqsiq.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://lib.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : https://www.apple.com
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://www.cnedu-ch.org : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.th-chinaembassyedu.org
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://gonghui.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://sro.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://xiaoqing.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://rwb.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://gonghui.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.cc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://guojiaochu.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://foreign.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://j-park.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://caiwu.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://cso.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jjjc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://jjy.hhu.edu.cn
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.cc.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000A57F6D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://renshi.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://kjc.hhu.edu.cn

2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jdxgc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : https://vpn.biem.edu.cn

2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : https://www.apple.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sklf.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://ctc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://gonghui.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://lib.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jwxt.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://ac.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://sro.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://v.jiangnan.edu.cn
n
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://shenji.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://gs.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://xyh.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://poffice.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://jdxgc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://wxms.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://coe.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jyfzjjh.jiangnan.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://www.th-chinaembassyedu.org : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.csrc.gov.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://news.ruc.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : https://www.online.sdu.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://cso.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://gonghui.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://sro.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://foreign.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://caiwu.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://nac.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://science.jiangnan.edu.cn
2018-09-04 02:59:43: [-] ÍøÖ·ÅÅ³ı : http://www.csrc.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.nl-edu.org
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://kjc.hhu.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://gs.hhu.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://jjjc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://xkjs.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://jdxgc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://wxms.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://hg.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://law.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://ac.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sklf.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://gs.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://tongzhan.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://guojiaochu.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://cso.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://poffice.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://chem.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://jyfzjjh.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://news.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://wxms.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://marxism.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : https://vpn.biem.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://cso.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://cwc.biem.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jjjc.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://sro.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://cso.jiangnan.edu.cn
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:59:43: [+] ÍøÖ·Ğ´Èë : http://nac.jiangnan.edu.cn
cn
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.jlmu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000CEA5048>, 'Connection to www.jlmu.cn timed out. (connect timeout=5)'))
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://jiguan.jiangnan.edu.cn
2018-09-04 02:59:43: [+] ÓÑÁ´ÅÀĞĞ : http://xyh.jlmu.cn
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:59:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://library.xaut.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://gs.hhu.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://xkjs.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://law.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://hqc.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://dm.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://wxms.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://guojiaochu.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://tongzhan.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://marxism.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://foreign.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://nercff.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://cso.jiangnan.edu.cn

2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://chem.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÍøÖ·Ğ´Èë : http://marxism.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://cms.biem.edu.cn
.cn

2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://jsb.jiangnan.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://zsb.biem.edu.cn
2018-09-04 02:59:44: [+] ÓÑÁ´ÅÀĞĞ : http://geekshopgaming.com
